dayofweek,bookinghour,item_status,Location,TotalBookings
Wednesday,16,CANCELLED_BY_PASSENGER,2.9676007101.7346658,1
Wednesday,12,CANCELLED_BY_PASSENGER,3.1156961101.5905178,1
Wednesday,8,NO_TAKER,2.9237794101.6361687,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.07341101.605979,1
Wednesday,13,NO_DRIVER_AVAILABLE,3.0635611222777066101.61597803235054,1
Wednesday,17,CANCELLED_BY_PASSENGER,3.1288254101.7537993,1
Wednesday,23,NO_TAKER,3.0488305101.7732033,1
Wednesday,9,NO_TAKER,3.243249101.643572,1
Wednesday,23,CANCELLED_BY_DRIVER,2.755162302889564101.7042388640315,1
Wednesday,10,CANCELLED_BY_PASSENGER,3.065106101.6050867,1
Wednesday,15,NO_TAKER,3.0742798101.6404997,1
Wednesday,15,CANCELLED_BY_PASSENGER,3.0673104101.5980746,1
Wednesday,18,NO_TAKER,3.1531687101.748075,1
Wednesday,17,NO_TAKER,3.0727783101.5880434,1
Monday,6,CANCELLED_BY_DRIVER,3.1580785101.7605124,1
Monday,16,CANCELLED_BY_PASSENGER,3.1984097101.5970228,1
Monday,20,CANCELLED_BY_PASSENGER,2.8393381101.6996036,1
Monday,9,CANCELLED_BY_PASSENGER,2.9169701101.6468425,1
Monday,13,CANCELLED_BY_PASSENGER,2.9187441101.6372024,1
Monday,8,CANCELLED_BY_PASSENGER,3.0469194101.5866404,1
Monday,13,CANCELLED_BY_PASSENGER,3.1115379101.5859816,1
Monday,20,CANCELLED_BY_PASSENGER,2.8255915101.7131665,2
Monday,16,CANCELLED_BY_PASSENGER,2.9785404101.7149787,1
Monday,8,CANCELLED_BY_PASSENGER,3.1126559354362828101.60498072270444,1
Monday,7,CANCELLED_BY_PASSENGER,2.911097101.6296563,1
Monday,0,CANCELLED_BY_PASSENGER,3.0360093101.7734361,1
Monday,8,CANCELLED_BY_PASSENGER,2.82553101.71314,1
Monday,16,CANCELLED_BY_PASSENGER,2.9608381101.7562248,1
Monday,17,CANCELLED_BY_PASSENGER,3.2425042101.6473221,1
Monday,18,CANCELLED_BY_PASSENGER,2.8067372101.7244918,1
Monday,8,CANCELLED_BY_PASSENGER,2.8825564101.7858909,1
Monday,15,CANCELLED_BY_PASSENGER,2.7546143711118094101.70338577963552,2
Monday,18,CANCELLED_BY_PASSENGER,3.0727598101.5609518,1
Monday,5,CANCELLED_BY_PASSENGER,3.0616721101.6081223,1
Monday,7,CANCELLED_BY_PASSENGER,3.2308841101.4229279,1
Monday,14,CANCELLED_BY_PASSENGER,2.7456178101.6851054,1
Monday,10,NO_DRIVER_AVAILABLE,3.060872101.6405984,1
Monday,16,NO_DRIVER_AVAILABLE,3.1122349965084051101.57878730597808,1
Monday,8,NO_DRIVER_AVAILABLE,3.1665543101.5794781,1
Monday,6,NO_DRIVER_AVAILABLE,2.8185799101.6955719,1
Monday,2,NO_DRIVER_AVAILABLE,2.7451037101.6844676,1
Monday,8,NO_TAKER,3.03131101.72315,1
Monday,7,NO_TAKER,2.9339993101.6312572,2
Monday,7,NO_TAKER,3.0676864101.5534514,1
Monday,6,NO_TAKER,2.9827077101.6674325,1
Monday,5,NO_TAKER,3.02593101.7530739,1
Monday,13,NO_TAKER,3.1327199677132107101.55412469645781,3
Monday,7,NO_TAKER,3.0589558101.615313,1
Monday,14,NO_TAKER,3.1327199677132107101.55412469645781,2
Monday,9,NO_TAKER,3.064541833101.6163334,1
Monday,7,NO_TAKER,3.0009133101.8259186,1
Sunday,13,CANCELLED_BY_PASSENGER,2.95036101.65692,2
Sunday,22,CANCELLED_BY_PASSENGER,3.1194283101.7625694,1
Sunday,22,CANCELLED_BY_PASSENGER,3.036293101.7643195,1
Sunday,23,CANCELLED_BY_PASSENGER,3.1281595101.5523155,1
Sunday,9,CANCELLED_BY_PASSENGER,2.8201812101.6945721,1
Sunday,16,CANCELLED_BY_PASSENGER,2.850044101.703871,1
Sunday,23,CANCELLED_BY_PASSENGER,3.23103150690078101.724214503472,1
Sunday,14,CANCELLED_BY_PASSENGER,3.1016358101.6024155,1
Sunday,11,CANCELLED_BY_PASSENGER,2.9248094101.6365915,2
Sunday,23,NO_TAKER,2.8691129101.6599153,1
Sunday,23,NO_TAKER,3.0766389101.7657217,1
Sunday,9,NO_TAKER,3.1250572101.5982133,1
Sunday,6,NO_TAKER,3.1371566101.7543879,1
Sunday,7,NO_TAKER,2.9777057101.6386448,1
Sunday,7,NO_TAKER,2.9468795101.6703845,1
Sunday,20,NO_TAKER,2.7444391439606992101.68549936880468,1
Sunday,14,NO_TAKER,3.077585101.6247566,1
Thursday,6,NO_TAKER,3.0020603101.5238046,1
Thursday,18,CANCELLED_BY_DRIVER,3.0505453101.8102447,1
Thursday,17,CANCELLED_BY_PASSENGER,3.041729300000001101.5658529,1
Thursday,17,NO_DRIVER_AVAILABLE,3.1499269101.5746195,1
Thursday,16,CANCELLED_BY_PASSENGER,3.1133106101.6051873,1
Thursday,18,CANCELLED_BY_DRIVER,3.1300026101.7474443,1
Thursday,17,CANCELLED_BY_PASSENGER,2.9013577101.6432926,1
Thursday,16,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,7
Thursday,8,CANCELLED_BY_PASSENGER,3.162099101.5814683,1
Thursday,20,NO_DRIVER_AVAILABLE,3.0637768101.482835,1
Thursday,18,CANCELLED_BY_PASSENGER,3.1008978101.4263331,1
Thursday,7,NO_TAKER,2.9217926101.642292,1
Thursday,13,CANCELLED_BY_PASSENGER,3.1699762101.5647708,1
Thursday,18,CANCELLED_BY_PASSENGER,2.9318832101.6375963,2
Thursday,21,CANCELLED_BY_PASSENGER,3.0234735101.6175816,1
Thursday,21,NO_TAKER,2.9493856101.6646334,1
Thursday,17,NO_TAKER,3.0663848101.604472,2
Thursday,17,CANCELLED_BY_PASSENGER,3.0663848101.604472,1
Thursday,11,CANCELLED_BY_PASSENGER,3.2060695101.5808489,1
Thursday,12,CANCELLED_BY_PASSENGER,3.1785229101.5393029,1
Thursday,22,CANCELLED_BY_PASSENGER,3.133476101.554369,1
Thursday,13,NO_TAKER,2.7546143711118094101.70338577963552,1
Thursday,11,NO_TAKER,2.8955843101.7687598,1
Thursday,22,CANCELLED_BY_PASSENGER,3.064978101.4902394,1
Thursday,10,CANCELLED_BY_PASSENGER,3.0591598101.6105432,1
Thursday,5,CANCELLED_BY_PASSENGER,3.0312902101.6139345,1
Thursday,2,CANCELLED_BY_PASSENGER,3.0901485101.617311,1
Thursday,22,CANCELLED_BY_PASSENGER,3.2057832101.596665,1
Thursday,6,NO_TAKER,2.9827077101.6674325,1
Thursday,21,NO_TAKER,2.99959101.66479,1
Thursday,19,NO_TAKER,2.9407495101.6312022,1
Thursday,7,NO_TAKER,2.9184729101.6417541,2
Thursday,4,NO_DRIVER_AVAILABLE,2.9221256101.6351008,1
Thursday,20,CANCELLED_BY_PASSENGER,3.0218067101.6147354,1
Thursday,18,CANCELLED_BY_PASSENGER,2.9197048101.6370508,1
Thursday,21,NO_TAKER,3.0728336101.6072166,1
Thursday,3,NO_DRIVER_AVAILABLE,3.0865012101.5489453,1
Saturday,20,CANCELLED_BY_DRIVER,2.98514101.5627072,1
Saturday,20,CANCELLED_BY_PASSENGER,3.1925981101.7625191,1
Saturday,22,CANCELLED_BY_PASSENGER,3.1196382101.5767784,1
Saturday,19,CANCELLED_BY_PASSENGER,2.9308597101.6374144,1
Saturday,22,CANCELLED_BY_PASSENGER,3.06323220228063101.483034470747,1
Saturday,18,CANCELLED_BY_PASSENGER,3.0622842101.4630971,1
Saturday,23,CANCELLED_BY_PASSENGER,3.1561579101.5937908,1
Saturday,19,CANCELLED_BY_PASSENGER,2.9689537057201631101.71560155359208,2
Saturday,19,CANCELLED_BY_PASSENGER,3.4447367101.5551827,1
Saturday,19,CANCELLED_BY_PASSENGER,3.02345721606191101.572793480506,1
Saturday,3,CANCELLED_BY_PASSENGER,3.1540623101.7571532,1
Saturday,23,CANCELLED_BY_PASSENGER,2.745312101.684867,4
Saturday,22,CANCELLED_BY_PASSENGER,3.0022283101.4419131,1
Saturday,19,CANCELLED_BY_PASSENGER,3.0268078101.6918377,1
Saturday,22,CANCELLED_BY_PASSENGER,3.10488643726371101.59556943555,3
Saturday,0,NO_DRIVER_AVAILABLE,2.6623684101.5632424,1
Saturday,18,NO_TAKER,2.9610793101.6690369,1
Saturday,19,NO_TAKER,3.1129492101.5977659,1
Saturday,17,NO_TAKER,2.9257962101.637927,1
Saturday,22,NO_TAKER,3.0059859101.4123068,1
Saturday,19,NO_TAKER,2.94857101.66442,1
Saturday,23,NO_TAKER,2.9729057101.6551862,1
Saturday,2,NO_TAKER,3.1569833101.7509065,1
Saturday,23,NO_TAKER,2.9322504101.6300548,1
Saturday,21,NO_TAKER,2.8254459101.7131545,1
Saturday,19,NO_TAKER,2.8848603101.6097559,1
Wednesday,9,CANCELLED_BY_PASSENGER,2.9240604101.636073,2
Wednesday,8,CANCELLED_BY_PASSENGER,2.9308597101.6374144,1
Wednesday,10,CANCELLED_BY_PASSENGER,3.134219101.7564681,1
Wednesday,7,CANCELLED_BY_PASSENGER,3.2052609323540859101.5806655618717,1
Wednesday,8,CANCELLED_BY_PASSENGER,2.9233696101.6340933,2
Wednesday,10,CANCELLED_BY_PASSENGER,3.0080240965809101.605346325012,1
Wednesday,8,CANCELLED_BY_PASSENGER,2.9818814101.5993334,1
Wednesday,0,NO_TAKER,3.1278022101.7384049,1
Wednesday,22,NO_TAKER,2.9501459101.6572259,1
Wednesday,18,NO_TAKER,3.0716018101.52462,1
Wednesday,12,NO_TAKER,2.8501927101.7347171,1
Wednesday,18,CANCELLED_BY_PASSENGER,3.0006433101.7069201,1
Wednesday,11,CANCELLED_BY_DRIVER,3.0582579101.7537494,1
Wednesday,9,CANCELLED_BY_PASSENGER,3.0736452101.6185818,1
Wednesday,8,NO_TAKER,3.1770562101.6171471,1
Wednesday,23,CANCELLED_BY_PASSENGER,3.0815329101.6256233,1
Wednesday,4,CANCELLED_BY_DRIVER,2.8017032101.6634137,1
Wednesday,18,CANCELLED_BY_DRIVER,2.9679839101.7338867,1
Wednesday,11,CANCELLED_BY_PASSENGER,3.0823906101.5114221,1
Wednesday,6,NO_TAKER,2.755162302889564101.7042388640315,1
Wednesday,21,CANCELLED_BY_DRIVER,2.9700211661106768101.71101866382121,1
Wednesday,0,CANCELLED_BY_DRIVER,3.4183271101.788876,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.130496101.75516,1
Wednesday,12,CANCELLED_BY_PASSENGER,3.115887101.592134,1
Wednesday,23,CANCELLED_BY_PASSENGER,3.064565101.4834218,1
Wednesday,21,CANCELLED_BY_PASSENGER,2.7328741101.720963,1
Wednesday,21,CANCELLED_BY_PASSENGER,3.133822101.5543382,1
Wednesday,10,CANCELLED_BY_PASSENGER,2.9318832101.6375963,1
Wednesday,11,CANCELLED_BY_PASSENGER,2.9376229101.6348313,1
Wednesday,21,CANCELLED_BY_PASSENGER,2.9248094101.6365915,1
Wednesday,14,CANCELLED_BY_PASSENGER,2.9832616101.5685719,1
Wednesday,12,CANCELLED_BY_PASSENGER,3.1912613101.5783632,1
Wednesday,20,CANCELLED_BY_PASSENGER,3.1446572101.7679284,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.07176321116996101.76368038784,1
Wednesday,22,CANCELLED_BY_PASSENGER,3.1281595101.5523155,1
Wednesday,0,NO_DRIVER_AVAILABLE,3.4182835101.788964,1
Wednesday,21,NO_DRIVER_AVAILABLE,3.1281595101.5523155,1
Wednesday,14,NO_DRIVER_AVAILABLE,2.660361101.560756,1
Wednesday,21,NO_DRIVER_AVAILABLE,3.404108101.5587387,1
Wednesday,20,NO_TAKER,3.0427452101.4493099,1
Wednesday,22,NO_TAKER,2.9692698101.7147894,1
Wednesday,23,NO_TAKER,2.9109771101.6398762,1
Wednesday,23,NO_TAKER,2.9240358101.636143,1
Wednesday,21,NO_TAKER,2.9247997101.6368912,1
Wednesday,23,NO_TAKER,3.0304311101.7828153,1
Wednesday,16,NO_TAKER,2.9745236101.8030095,1
Wednesday,20,NO_TAKER,2.745312101.684867,2
Wednesday,8,NO_TAKER,3.08413883013997101.633533082893,1
Wednesday,0,NO_TAKER,3.0753475101.5885392,1
Monday,7,NO_TAKER,3.02180485244222101.70869090648,1
Monday,4,NO_DRIVER_AVAILABLE,3.2307732101.7253338,1
Monday,16,CANCELLED_BY_PASSENGER,3.1219364101.7514956,1
Monday,16,NO_TAKER,3.1219364101.7514956,1
Monday,13,CANCELLED_BY_PASSENGER,2.9503451101.65534,1
Monday,13,CANCELLED_BY_PASSENGER,2.968694101.7465404,1
Monday,10,NO_TAKER,3.0915613101.6215955,1
Monday,17,NO_TAKER,3.1104991101.5826479,1
Monday,20,CANCELLED_BY_PASSENGER,3.0509601101.5171597,1
Monday,16,NO_TAKER,3.0701823101.6100486,2
Monday,7,NO_TAKER,3.0194075101.7577823,1
Monday,19,CANCELLED_BY_PASSENGER,3.00036457810796101.596833629533,3
Monday,20,CANCELLED_BY_PASSENGER,2.9695833053795315101.7114763483564,4
Monday,9,NO_TAKER,3.1320197101.7401993,1
Monday,8,NO_TAKER,2.994009496600325101.78640961647034,1
Monday,13,NO_DRIVER_AVAILABLE,2.9258227101.7743185,1
Monday,18,CANCELLED_BY_PASSENGER,3.028578101.7212687,1
Monday,17,CANCELLED_BY_PASSENGER,3.0975311101.599373,1
Monday,12,NO_DRIVER_AVAILABLE,2.9845255101.3369441,1
Monday,6,CANCELLED_BY_PASSENGER,3.2275062101.6510824,1
Monday,19,CANCELLED_BY_PASSENGER,2.754801758290859101.70367994742064,7
Monday,19,CANCELLED_BY_PASSENGER,3.1077281101.5940908,1
Monday,9,CANCELLED_BY_PASSENGER,3.113202101.592002,1
Monday,15,CANCELLED_BY_PASSENGER,3.2225176101.6604042,1
Monday,18,NO_TAKER,2.9254644101.6420747,1
Monday,16,NO_TAKER,3.0890809101.5677083,1
Monday,17,CANCELLED_BY_PASSENGER,2.9318832101.6375963,2
Monday,17,NO_TAKER,3.0795468884775414101.59629598259926,1
Monday,6,CANCELLED_BY_PASSENGER,2.9318832101.6375963,2
Monday,6,CANCELLED_BY_PASSENGER,3.0501065101.5713141,1
Monday,17,CANCELLED_BY_PASSENGER,3.0795468884775414101.59629598259926,1
Monday,6,CANCELLED_BY_DRIVER,3.0501065101.5713141,1
Monday,14,NO_TAKER,2.9917581101.788767,1
Monday,18,CANCELLED_BY_PASSENGER,3.083006101.5856944,1
Monday,20,NO_TAKER,3.09531620570661101.589977111487,1
Saturday,21,CANCELLED_BY_PASSENGER,3.31976192324924101.574986705207,1
Saturday,1,NO_TAKER,3.1336959101.7388576,1
Saturday,9,NO_TAKER,3.0358467101.5868472,1
Saturday,23,CANCELLED_BY_PASSENGER,3.0756994101.5890723,1
Saturday,7,NO_DRIVER_AVAILABLE,3.087967101.6144097,1
Saturday,22,NO_TAKER,3.1505209101.7505427,1
Saturday,9,NO_TAKER,3.1327199677132107101.55412469645781,1
Saturday,9,CANCELLED_BY_PASSENGER,3.2084588101.7883839,1
Saturday,22,NO_TAKER,3.1052366101.4611415,1
Saturday,8,CANCELLED_BY_PASSENGER,3.1729915101.7575467,1
Saturday,13,CANCELLED_BY_PASSENGER,3.0304067101.6179125,1
Saturday,15,NO_DRIVER_AVAILABLE,3.1251467101.4345839,1
Saturday,8,CANCELLED_BY_PASSENGER,3.1534329101.5914604,1
Saturday,13,CANCELLED_BY_PASSENGER,3.1542454101.7681654,1
Saturday,7,NO_TAKER,2.9263859101.6359856,1
Saturday,8,NO_TAKER,3.1120473101.7534193,1
Saturday,13,CANCELLED_BY_PASSENGER,2.924249101.6339264,2
Saturday,4,CANCELLED_BY_PASSENGER,2.745312101.684867,1
Saturday,19,NO_TAKER,2.745312101.684867,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0693932101.6067533,1
Wednesday,8,CANCELLED_BY_PASSENGER,2.9493133101.6575556,1
Wednesday,18,CANCELLED_BY_PASSENGER,3.0701649101.5771667,1
Wednesday,9,CANCELLED_BY_PASSENGER,3.0710166101.6231294,1
Wednesday,9,NO_TAKER,3.0927126101.6216493,2
Wednesday,17,CANCELLED_BY_PASSENGER,2.9592829101.6453338,1
Wednesday,17,CANCELLED_BY_PASSENGER,3.207664101.606478,1
Wednesday,7,NO_TAKER,3.0700928101.596767,2
Wednesday,1,NO_TAKER,3.0708502101.6023762,1
Wednesday,7,CANCELLED_BY_PASSENGER,3.0632018101.5996253,1
Wednesday,17,NO_TAKER,3.0496093101.541969,1
Wednesday,7,NO_TAKER,3.0753128101.5502122,1
Wednesday,17,CANCELLED_BY_PASSENGER,3.1909179101.7604318,1
Wednesday,17,CANCELLED_BY_PASSENGER,3.0599182101.5260407,1
Wednesday,14,NO_TAKER,3.2357532101.6847646,1
Wednesday,11,CANCELLED_BY_PASSENGER,2.7443538101.685372,1
Wednesday,20,CANCELLED_BY_PASSENGER,3.10511214676919101.59643688251,1
Wednesday,17,NO_TAKER,3.2218561101.7413882,1
Wednesday,8,CANCELLED_BY_PASSENGER,2.9248094101.6365915,2
Wednesday,12,NO_DRIVER_AVAILABLE,3.568222101.654032,1
Wednesday,10,CANCELLED_BY_PASSENGER,2.754671101.701611,1
Wednesday,0,CANCELLED_BY_PASSENGER,2.7417476101.7015569,1
Wednesday,8,NO_TAKER,3.1294966709346137101.73893183469772,1
Wednesday,8,CANCELLED_BY_PASSENGER,3.0751651223155236101.58601105213164,1
Wednesday,13,NO_TAKER,3.2021857101.6143405,1
Thursday,17,NO_TAKER,3.0615754535128819101.6099079309674,1
Thursday,0,NO_TAKER,3.0814991101.6255089,2
Thursday,16,CANCELLED_BY_PASSENGER,3.04796930976786101.620735092575,1
Thursday,18,NO_TAKER,3.1574339794466453101.7509035648096,1
Thursday,17,NO_TAKER,3.1814795101.5097158,1
Thursday,12,NO_TAKER,3.1280642101.7635056,1
Thursday,17,NO_TAKER,3.1811259101.5098239,1
Thursday,7,NO_TAKER,2.9149339101.643047,1
Thursday,22,NO_TAKER,3.0494876101.5837954,1
Thursday,4,NO_TAKER,3.0412368101.4255294,1
Thursday,13,NO_TAKER,3.1609645101.7479775,1
Thursday,20,NO_TAKER,3.2598975101.7330973,1
Thursday,8,NO_TAKER,3.1021217101.5857948,1
Thursday,17,CANCELLED_BY_PASSENGER,3.0013947084072794101.78378900230818,1
Thursday,6,NO_TAKER,3.0661101101.6407553,1
Thursday,16,CANCELLED_BY_PASSENGER,3.23103150690078101.724214503472,1
Thursday,13,NO_TAKER,3.11079757427986101.586840103126,1
Thursday,7,CANCELLED_BY_PASSENGER,3.0795981101.6253242,1
Thursday,1,CANCELLED_BY_PASSENGER,3.0986644101.5227733,1
Thursday,21,CANCELLED_BY_PASSENGER,3.1279558101.4674641,1
Thursday,6,NO_TAKER,3.0526866101.5701829,1
Thursday,18,CANCELLED_BY_PASSENGER,3.1891363101.5867845,1
Thursday,17,CANCELLED_BY_PASSENGER,2.969309101.712732,1
Thursday,16,CANCELLED_BY_PASSENGER,3.1080212101.5930495,1
Thursday,11,CANCELLED_BY_PASSENGER,2.8192477101.69594,1
Thursday,15,CANCELLED_BY_PASSENGER,3.1669515101.5155331,1
Thursday,19,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,3
Thursday,13,CANCELLED_BY_PASSENGER,3.129823101.594863,1
Thursday,20,CANCELLED_BY_PASSENGER,3.1728279101.6046118,1
Thursday,14,CANCELLED_BY_PASSENGER,3.1445539101.7662252,2
Thursday,22,CANCELLED_BY_PASSENGER,3.1279172101.7510295,1
Thursday,19,CANCELLED_BY_PASSENGER,2.8192647101.6966917,1
Thursday,6,NO_TAKER,3.0877939101.6220346,1
Thursday,20,NO_TAKER,2.9290643101.6405899,2
Thursday,7,CANCELLED_BY_PASSENGER,2.9326636101.6383515,1
Thursday,6,NO_TAKER,3.0501065101.5713141,1
Thursday,11,CANCELLED_BY_PASSENGER,2.9493133101.6575556,2
Thursday,16,CANCELLED_BY_PASSENGER,2.92166101.63509,1
Thursday,20,CANCELLED_BY_PASSENGER,2.9232702101.6372892,2
Thursday,17,CANCELLED_BY_PASSENGER,2.9246237101.6365356,1
Thursday,7,CANCELLED_BY_PASSENGER,2.9221256101.6351008,2
Thursday,22,NO_TAKER,3.0672267101.603841,2
Thursday,16,NO_TAKER,2.9282108101.6396473,1
Thursday,13,CANCELLED_BY_PASSENGER,3.1031424101.4772054,1
Thursday,8,CANCELLED_BY_PASSENGER,3.0814991101.6255089,2
Saturday,19,CANCELLED_BY_DRIVER,2.9628442101.6784427,1
Saturday,11,CANCELLED_BY_PASSENGER,3.4339423101.786828,1
Saturday,20,CANCELLED_BY_PASSENGER,3.07341101.605979,1
Saturday,7,CANCELLED_BY_PASSENGER,2.8231529101.697267,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0223298101.6170394,1
Saturday,13,CANCELLED_BY_PASSENGER,2.9965526101.6790999,1
Saturday,20,CANCELLED_BY_PASSENGER,2.9690842379224849101.71270610064316,4
Saturday,23,CANCELLED_BY_PASSENGER,3.067986101.5992876,2
Saturday,15,CANCELLED_BY_PASSENGER,3.0426339101.4485557,1
Saturday,11,CANCELLED_BY_PASSENGER,3.2127325101.608365,1
Saturday,22,CANCELLED_BY_PASSENGER,2.98278120387525101.790082462275,3
Saturday,11,CANCELLED_BY_PASSENGER,2.9019033101.7633257,1
Saturday,12,CANCELLED_BY_PASSENGER,3.17288101.5749878,1
Saturday,23,CANCELLED_BY_PASSENGER,3.0624082101.4817408,1
Saturday,5,CANCELLED_BY_PASSENGER,2.92507101.6366196,1
Saturday,14,CANCELLED_BY_PASSENGER,3.026880100000001101.6153873,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0734121429733809101.60597741603851,11
Saturday,23,CANCELLED_BY_PASSENGER,2.754801758290859101.70367994742064,3
Saturday,1,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,1
Saturday,11,CANCELLED_BY_PASSENGER,3.0863329101.620437,1
Saturday,13,CANCELLED_BY_PASSENGER,2.98919586788096101.672619973033,1
Saturday,21,CANCELLED_BY_PASSENGER,2.9240358101.636143,2
Saturday,11,CANCELLED_BY_PASSENGER,3.0644383448847874101.61621764376515,1
Saturday,11,CANCELLED_BY_PASSENGER,3.095303101.6242503,1
Saturday,19,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,3
Saturday,6,CANCELLED_BY_PASSENGER,2.9255701101.6367957,3
Saturday,11,NO_DRIVER_AVAILABLE,3.0780777101.6061515,1
Saturday,20,NO_DRIVER_AVAILABLE,2.9700211661106768101.71101866382121,1
Saturday,22,NO_DRIVER_AVAILABLE,2.9395006101.7132605,1
Saturday,10,NO_DRIVER_AVAILABLE,3.2503254101.7345347,1
Saturday,4,NO_DRIVER_AVAILABLE,2.8360099101.7275902,1
Saturday,7,NO_DRIVER_AVAILABLE,3.1093524101.5876318,1
Saturday,1,NO_DRIVER_AVAILABLE,2.7474332101.6853167,1
Saturday,20,NO_TAKER,3.2523185101.6730979,1
Saturday,23,NO_TAKER,3.0117084101.6703895,2
Saturday,23,NO_TAKER,3.14975937678212101.593423527584,1
Saturday,17,NO_TAKER,3.43395893535637101.78712915982,1
Saturday,12,NO_TAKER,3.0816444101.6354411,1
Saturday,6,NO_TAKER,3.1324619101.5981448,1
Saturday,20,NO_TAKER,3.0305588101.6170994,1
Saturday,6,NO_TAKER,2.9240604101.636073,1
Saturday,12,NO_TAKER,3.1575182101.7525407,1
Saturday,20,NO_TAKER,3.1564446101.5900647,1
Saturday,20,NO_TAKER,2.966089101.7203582,1
Saturday,9,NO_TAKER,3.0776853101.5231024,1
Saturday,20,NO_TAKER,2.8626762101.6765597,1
Saturday,14,NO_TAKER,3.1958784101.5863626,1
Saturday,22,NO_TAKER,3.0189468101.691845,1
Saturday,21,NO_TAKER,3.072012101.6058789,1
Saturday,7,NO_TAKER,2.9241648101.6342007,1
Saturday,14,NO_TAKER,2.9314901101.6365744,1
Saturday,6,NO_TAKER,2.9239472101.6348165,1
Saturday,3,NO_TAKER,2.9240358101.636143,1
Saturday,13,NO_TAKER,3.1542454101.7681654,1
Saturday,12,NO_TAKER,3.1139782101.5974398,1
Saturday,12,NO_TAKER,3.0814991101.6255089,2
Saturday,1,NO_TAKER,3.0258366101.5807803,1
Saturday,16,NO_TAKER,3.0828793101.5844554,1
Saturday,11,NO_TAKER,3.1242316101.7847399,1
Wednesday,6,NO_TAKER,3.117125101.564531,1
Wednesday,23,NO_TAKER,3.084511101.586612,1
Wednesday,10,CANCELLED_BY_DRIVER,3.0913566101.6322671,1
Wednesday,19,CANCELLED_BY_PASSENGER,3.0297170019132977101.58206854053118,1
Wednesday,16,NO_TAKER,3.1805626101.5469255,1
Wednesday,1,CANCELLED_BY_DRIVER,3.0711194719860937101.60875618457794,1
Wednesday,8,CANCELLED_BY_PASSENGER,3.191996101.770856,1
Wednesday,11,NO_TAKER,3.1614357101.7482616,1
Wednesday,18,CANCELLED_BY_PASSENGER,2.9695833053795315101.7114763483564,4
Wednesday,6,CANCELLED_BY_PASSENGER,3.2218693101.6955436,1
Wednesday,19,CANCELLED_BY_DRIVER,3.08449278670613101.587074492421,1
Wednesday,11,CANCELLED_BY_PASSENGER,2.8243717101.7217168,1
Wednesday,18,CANCELLED_BY_PASSENGER,3.0360752101.7734094,1
Wednesday,17,NO_TAKER,3.133288101.554221,1
Wednesday,9,NO_TAKER,2.9233323101.6346013,2
Wednesday,16,CANCELLED_BY_PASSENGER,2.9257158101.6439649,1
Wednesday,13,CANCELLED_BY_PASSENGER,2.9242101.6342697,1
Wednesday,9,CANCELLED_BY_PASSENGER,2.9221256101.6351008,1
Wednesday,0,CANCELLED_BY_PASSENGER,2.9290643101.6405899,1
Wednesday,14,CANCELLED_BY_PASSENGER,2.9205266101.6367748,1
Wednesday,13,CANCELLED_BY_PASSENGER,2.9254349101.6367336,1
Wednesday,12,CANCELLED_BY_PASSENGER,3.0752277101.6118189,1
Wednesday,16,CANCELLED_BY_PASSENGER,2.9013577101.6432926,1
Wednesday,16,NO_TAKER,2.9225511101.6381724,1
Wednesday,8,CANCELLED_BY_PASSENGER,2.9242101.6342697,4
Wednesday,8,NO_TAKER,3.1978366599254766101.60832669943196,1
Wednesday,20,NO_TAKER,3.0730330308152447101.60490864424663,1
Wednesday,17,CANCELLED_BY_PASSENGER,2.9517551101.5829049,1
Wednesday,7,CANCELLED_BY_PASSENGER,2.9318832101.6375963,2
Wednesday,9,CANCELLED_BY_PASSENGER,3.0726346101.5867381,1
Wednesday,7,CANCELLED_BY_PASSENGER,2.9234623101.6340591,1
Wednesday,13,CANCELLED_BY_PASSENGER,2.7802014101.6772793,1
Wednesday,16,NO_TAKER,3.00269101.70695,1
Wednesday,6,CANCELLED_BY_PASSENGER,2.9280165101.6423039,1
Wednesday,20,NO_TAKER,2.922344101.6340928,1
Wednesday,17,NO_TAKER,2.94971935475917101.657126910728,3
Wednesday,8,CANCELLED_BY_PASSENGER,3.1125458101.7507552,1
Wednesday,20,CANCELLED_BY_PASSENGER,2.7457785101.6851153,1
Wednesday,2,NO_TAKER,3.1618552101.747853,1
Wednesday,21,NO_TAKER,2.8227401101.6947485,1
Wednesday,16,CANCELLED_BY_PASSENGER,3.673526100.991843,1
Wednesday,4,CANCELLED_BY_PASSENGER,3.2127199101.6153718,1
Wednesday,10,CANCELLED_BY_PASSENGER,2.7441941101.6854667,1
Wednesday,0,CANCELLED_BY_PASSENGER,2.9720359101.6512376,1
Wednesday,14,CANCELLED_BY_PASSENGER,3.128664101.7434896,1
Wednesday,20,NO_TAKER,2.755162302889564101.7042388640315,7
