dayofweek,bookinghour,item_status,Location,TotalBookings
Monday,17,CANCELLED_BY_PASSENGER,3.1071092830951583101.585530936718,2
Monday,12,CANCELLED_BY_PASSENGER,3.098746101.618784,1
Monday,7,CANCELLED_BY_PASSENGER,3.1451499101.7613522,1
Monday,0,CANCELLED_BY_PASSENGER,2.7556609101.7053921,1
Monday,16,CANCELLED_BY_PASSENGER,3.0589558101.615313,1
Monday,6,CANCELLED_BY_PASSENGER,2.9191561101.6220748,1
Monday,17,CANCELLED_BY_PASSENGER,3.0247832101.7406843,1
Monday,3,NO_DRIVER_AVAILABLE,2.7445151360287339101.68470903911668,9
Monday,0,NO_DRIVER_AVAILABLE,3.1327199677132107101.55412469645781,3
Monday,21,NO_DRIVER_AVAILABLE,2.755162302889564101.7042388640315,4
Monday,5,NO_TAKER,2.8980225101.6351417,1
Monday,12,NO_TAKER,2.9493856101.6646334,1
Monday,18,NO_TAKER,3.1285866101.7722259,1
Monday,18,NO_TAKER,3.1456332052265101.765069634466,2
Monday,18,NO_TAKER,3.1333608451985779101.55375788193216,11
Monday,7,NO_TAKER,2.9985527101.7485628,1
Monday,21,NO_TAKER,2.755162302889564101.7042388640315,26
Monday,15,NO_TAKER,3.1143359101.5783259,2
Monday,21,NO_TAKER,2.7445151360287339101.68470903911668,75
Monday,17,NO_TAKER,2.962937101.743762,1
Monday,19,NO_TAKER,2.9240358101.636143,1
Monday,20,NO_TAKER,2.7456178101.6851054,1
Monday,17,NO_TAKER,2.9196657101.6363814,3
Monday,4,NO_TAKER,2.7445151360287339101.68470903911668,4
Monday,20,NO_TAKER,2.745312101.684867,5
Monday,2,NO_TAKER,2.754801758290859101.70367994742064,16
Monday,2,NO_TAKER,2.755162302889564101.7042388640315,21
Monday,18,NO_TAKER,2.7445151360287339101.68470903911668,39
Monday,16,NO_TAKER,3.0186397101.4150714,1
Monday,3,NO_TAKER,2.7552533640750685101.70433278405888,6
Monday,6,NO_TAKER,3.047066101.503913,1
Monday,19,NO_TAKER,2.7445151360287339101.68470903911668,63
Saturday,16,CANCELLED_BY_PASSENGER,3.20656953297129101.580434139847,1
Saturday,17,CANCELLED_BY_PASSENGER,3.11107751710102101.612851635333,1
Saturday,9,CANCELLED_BY_PASSENGER,2.9010259101.7639837,2
Saturday,8,CANCELLED_BY_PASSENGER,3.1042542101.7543069,1
Saturday,9,CANCELLED_BY_PASSENGER,2.9248399101.6455418,1
Saturday,20,NO_TAKER,2.949877101.6804934,1
Saturday,21,CANCELLED_BY_PASSENGER,2.9257158101.6439649,1
Saturday,9,NO_TAKER,2.9423337101.715503,1
Saturday,8,CANCELLED_BY_PASSENGER,2.9612403101.6756394,1
Saturday,15,CANCELLED_BY_PASSENGER,3.1660465101.5092863,1
Saturday,18,CANCELLED_BY_PASSENGER,3.0247832101.7406843,1
Saturday,23,CANCELLED_BY_PASSENGER,3.0341533101.7636953,1
Saturday,15,NO_TAKER,3.243275101.6514393,1
Saturday,9,CANCELLED_BY_PASSENGER,3.1363163101.7539429,1
Saturday,8,NO_TAKER,3.1265164101.7655977,1
Saturday,23,NO_TAKER,3.1771904655873944101.75055384635924,1
Saturday,13,NO_TAKER,2.933958101.7979588,1
Saturday,18,NO_TAKER,2.8888213101.6164166,1
Saturday,17,CANCELLED_BY_PASSENGER,3.0340516101.6159558,1
Saturday,14,CANCELLED_BY_PASSENGER,3.2359641101.6875068,1
Saturday,22,CANCELLED_BY_PASSENGER,3.095934101.5903136,1
Saturday,11,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,4
Saturday,5,CANCELLED_BY_PASSENGER,3.2343554101.68285,2
Saturday,10,CANCELLED_BY_PASSENGER,2.9233323101.6346013,1
Saturday,12,NO_TAKER,3.2190202101.6955436,1
Saturday,17,NO_TAKER,3.1647172101.5469883,1
Saturday,8,NO_TAKER,3.1165241101.5899958,1
Saturday,23,NO_TAKER,3.2307207101.6656714,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0437085101.7629708,1
Saturday,5,CANCELLED_BY_PASSENGER,3.2350626101.684594,2
Saturday,14,CANCELLED_BY_PASSENGER,2.9757135101.5766305,1
Saturday,0,NO_TAKER,2.9184729101.6417541,1
Saturday,5,NO_TAKER,3.2349922101.6897951,2
Saturday,16,NO_TAKER,3.1404478101.5399014,1
Saturday,19,NO_TAKER,2.922214101.6428212,1
Saturday,21,NO_TAKER,3.07341101.605979,4
Saturday,11,CANCELLED_BY_PASSENGER,3.4177275101.7887487,1
Saturday,17,NO_TAKER,2.9228077101.638687,1
Saturday,12,CANCELLED_BY_PASSENGER,3.1529016101.5927319,1
Saturday,9,NO_TAKER,2.9255701101.6367957,6
Saturday,18,NO_TAKER,3.1940539101.5910161,1
Saturday,8,CANCELLED_BY_PASSENGER,3.0068201101.6240281,1
Saturday,13,NO_TAKER,3.11215958589411101.590595869485,1
Saturday,2,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,5
Saturday,1,CANCELLED_BY_PASSENGER,2.7555296101.7040403,1
Saturday,17,CANCELLED_BY_DRIVER,3.0562378101.5945323,1
Saturday,3,NO_TAKER,2.7445151360287339101.68470903911668,4
Saturday,9,NO_TAKER,2.905847101.632353,1
Saturday,8,NO_TAKER,3.1419118101.7485142,1
Saturday,1,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,22
Saturday,0,NO_TAKER,2.755162302889564101.7042388640315,11
Saturday,4,CANCELLED_BY_PASSENGER,3.23467101.68281,1
Saturday,4,CANCELLED_BY_PASSENGER,3.2350817101.6850929,1
Saturday,22,NO_TAKER,2.9493133101.6575556,8
Saturday,9,CANCELLED_BY_PASSENGER,3.0903265101.5589,1
Saturday,22,CANCELLED_BY_PASSENGER,2.9493133101.6575556,3
Saturday,18,CANCELLED_BY_PASSENGER,3.07837101.6022163,2
Saturday,10,CANCELLED_BY_PASSENGER,3.0934848101.6175377,1
Saturday,19,CANCELLED_BY_PASSENGER,3.025285101.7514295,1
Saturday,10,CANCELLED_BY_PASSENGER,2.9255701101.6367957,4
Saturday,18,CANCELLED_BY_PASSENGER,3.027986101.7777927,1
Saturday,19,NO_TAKER,3.0267661101.7708986,1
Saturday,16,NO_DRIVER_AVAILABLE,3.3751187101.5349688,1
Saturday,1,CANCELLED_BY_PASSENGER,2.754801758290859101.70367994742064,12
Saturday,19,CANCELLED_BY_PASSENGER,3.0734249101.7627177,1
Saturday,11,CANCELLED_BY_PASSENGER,3.0845072101.5225056,1
Saturday,10,CANCELLED_BY_PASSENGER,3.0808101.774915,1
Saturday,18,CANCELLED_BY_PASSENGER,2.9855283101.5182475,1
Monday,18,CANCELLED_BY_PASSENGER,2.9667141101.7350755,1
Monday,3,CANCELLED_BY_PASSENGER,2.9527515101.6773161,1
Monday,7,CANCELLED_BY_PASSENGER,3.0250937101.7165394,1
Monday,5,NO_TAKER,3.2307732101.7253338,3
Monday,20,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,15
Monday,8,NO_TAKER,3.086776101.635297,1
Monday,0,CANCELLED_BY_PASSENGER,2.7986363101.7009176,1
Monday,6,CANCELLED_BY_PASSENGER,3.0524024101.599496,2
Monday,0,CANCELLED_BY_PASSENGER,3.1549721101.5900056,2
Monday,22,CANCELLED_BY_PASSENGER,2.9692497101.606609,1
Monday,11,CANCELLED_BY_PASSENGER,2.7444391439606992101.68549936880468,2
Monday,0,NO_TAKER,3.0685092101.6020893,1
Monday,13,CANCELLED_BY_PASSENGER,3.0617291101.608205,1
Monday,9,CANCELLED_BY_PASSENGER,2.9252229101.6358207,1
Monday,14,NO_TAKER,3.088107800003951101.6100633500088,1
Monday,23,CANCELLED_BY_PASSENGER,2.94971935475917101.657126910728,4
Monday,14,CANCELLED_BY_PASSENGER,2.9195588101.630984,1
Monday,7,CANCELLED_BY_PASSENGER,2.7445151360287339101.68470903911668,12
Monday,16,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,7
Monday,19,CANCELLED_BY_DRIVER,2.7445151360287339101.68470903911668,5
Monday,7,NO_TAKER,3.1488506101.7702751,1
Sunday,15,CANCELLED_BY_PASSENGER,3.0779396101.5864466,1
Sunday,5,NO_TAKER,2.8079826101.6950915,1
Sunday,18,NO_TAKER,3.048561466670026101.77475766723906,1
Sunday,17,NO_TAKER,3.072713101.585341,1
Sunday,18,CANCELLED_BY_PASSENGER,3.038798101.7916034,1
Sunday,21,NO_TAKER,2.9689537057201631101.71560155359208,3
Sunday,14,CANCELLED_BY_PASSENGER,3.2343857101.7147076,1
Sunday,17,NO_TAKER,2.9651925101.8621945,1
Sunday,13,CANCELLED_BY_PASSENGER,3.1297343101.7617304,1
Sunday,14,CANCELLED_BY_PASSENGER,3.04603764374016101.618788839851,3
Sunday,13,NO_TAKER,3.0949847101.565758,8
Sunday,21,NO_DRIVER_AVAILABLE,2.9464303101.6648589,1
Sunday,9,CANCELLED_BY_PASSENGER,3.0111418101.675372,1
Sunday,11,NO_TAKER,2.9257158101.6439649,1
Sunday,11,CANCELLED_BY_PASSENGER,2.9257158101.6439649,1
Sunday,11,CANCELLED_BY_PASSENGER,2.9257962101.637927,1
Sunday,3,CANCELLED_BY_PASSENGER,3.0721533172231061101.60850137472153,1
Sunday,15,CANCELLED_BY_PASSENGER,3.1060715101.5997464,1
Sunday,19,NO_TAKER,3.0432026101.6200899,1
Sunday,20,CANCELLED_BY_PASSENGER,3.14926667028813101.595469153166,1
Sunday,23,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,25
Sunday,10,NO_TAKER,2.9922129101.7143936,1
Sunday,13,CANCELLED_BY_PASSENGER,3.0758294101.4941549,1
Sunday,8,CANCELLED_BY_PASSENGER,3.1519985101.5993179,1
Sunday,18,CANCELLED_BY_PASSENGER,3.1676953101.5396779,1
Sunday,16,CANCELLED_BY_PASSENGER,3.1610887101.7560366,1
Sunday,15,CANCELLED_BY_PASSENGER,2.76101101.7369094,1
Sunday,13,CANCELLED_BY_PASSENGER,2.9685863101.8221147,1
Sunday,18,NO_TAKER,3.0794315101.6200886,1
Sunday,14,CANCELLED_BY_PASSENGER,3.0806452101.4817068,1
Sunday,16,CANCELLED_BY_PASSENGER,2.7445151360287339101.68470903911668,28
Sunday,23,NO_TAKER,3.152577101.591793,1
Sunday,6,NO_TAKER,3.084651101.7693215,1
Sunday,10,NO_TAKER,3.1516187101.5699005,1
Sunday,19,NO_TAKER,2.7445151360287339101.68470903911668,37
Sunday,0,NO_TAKER,2.7445151360287339101.68470903911668,23
Sunday,22,NO_TAKER,2.7445151360287339101.68470903911668,85
Sunday,23,CANCELLED_BY_PASSENGER,2.7445151360287339101.68470903911668,177
Sunday,22,CANCELLED_BY_PASSENGER,2.7445151360287339101.68470903911668,110
Sunday,23,NO_TAKER,2.755162302889564101.7042388640315,28
Sunday,8,CANCELLED_BY_PASSENGER,2.9255701101.6367957,5
Sunday,9,CANCELLED_BY_PASSENGER,2.9924512101.6778849,1
Sunday,9,CANCELLED_BY_PASSENGER,2.9247997101.6368912,4
Sunday,12,CANCELLED_BY_PASSENGER,3.0234048101.4519877,1
Sunday,17,NO_TAKER,2.9196657101.6363814,4
Sunday,9,CANCELLED_BY_PASSENGER,2.9197048101.6370508,1
Sunday,9,CANCELLED_BY_PASSENGER,2.9263859101.6359856,3
Sunday,6,NO_TAKER,2.9188241101.6363733,1
Sunday,11,NO_TAKER,2.922344101.6340928,1
Sunday,16,CANCELLED_BY_PASSENGER,2.9255701101.6367957,2
Sunday,13,CANCELLED_BY_PASSENGER,2.9794645101.6052737,1
Sunday,21,CANCELLED_BY_PASSENGER,3.14947114978916101.593438929816,1
Sunday,17,NO_TAKER,2.9247997101.6368912,3
Sunday,9,NO_TAKER,2.9255701101.6367957,11
Sunday,9,CANCELLED_BY_PASSENGER,2.990875101.594811,1
Sunday,21,CANCELLED_BY_PASSENGER,2.924587101.6365738,1
Sunday,19,NO_TAKER,2.94971935475917101.657126910728,13
Sunday,10,CANCELLED_BY_PASSENGER,2.9690309101.6226773,2
Sunday,19,CANCELLED_BY_PASSENGER,2.94971935475917101.657126910728,16
Sunday,18,CANCELLED_BY_DRIVER,2.7445151360287339101.68470903911668,9
Sunday,23,NO_TAKER,2.754801758290859101.70367994742064,12
Sunday,10,CANCELLED_BY_PASSENGER,3.3299846101.5581182,1
Sunday,19,NO_DRIVER_AVAILABLE,3.1327199677132107101.55412469645781,1
Sunday,2,NO_TAKER,3.1134468101.6042329,1
Tuesday,17,NO_TAKER,2.9191523101.6408899,1
Tuesday,20,CANCELLED_BY_PASSENGER,2.9314834101.6365854,2
Tuesday,14,CANCELLED_BY_PASSENGER,2.9695833053795315101.7114763483564,2
Tuesday,16,CANCELLED_BY_PASSENGER,2.9251688101.6439336,1
Tuesday,8,NO_TAKER,3.0504458101.6442793,1
Tuesday,7,NO_DRIVER_AVAILABLE,3.0558607101.4983473,1
Tuesday,7,CANCELLED_BY_PASSENGER,3.1676832101.6062326,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.2383249101.7006136,1
Tuesday,13,CANCELLED_BY_PASSENGER,3.229137101.664397,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.0646418101.5040713,1
Tuesday,10,CANCELLED_BY_PASSENGER,2.9310417101.6307765,1
Tuesday,6,NO_DRIVER_AVAILABLE,3.2487207101.462272,1
Tuesday,11,CANCELLED_BY_PASSENGER,3.0953864101.7663517,1
Tuesday,7,NO_TAKER,3.1628516101.6032537,1
Tuesday,17,CANCELLED_BY_PASSENGER,3.0435645101.5613565,1
Tuesday,10,CANCELLED_BY_PASSENGER,3.1041944101.5915899,1
Tuesday,21,CANCELLED_BY_PASSENGER,2.7445151360287339101.68470903911668,57
Tuesday,2,CANCELLED_BY_PASSENGER,3.08096557101.6109428,1
Saturday,13,CANCELLED_BY_DRIVER,3.0672267101.603841,1
Saturday,15,CANCELLED_BY_DRIVER,3.0762544101.6117936,1
Saturday,8,CANCELLED_BY_DRIVER,3.08096557101.6109428,1
Saturday,20,CANCELLED_BY_PASSENGER,3.0787191101.6008912,2
Saturday,7,CANCELLED_BY_PASSENGER,2.9232802101.6340199,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0652016101.6155506,2
Saturday,19,CANCELLED_BY_PASSENGER,3.2031206101.6304071,1
Saturday,20,CANCELLED_BY_PASSENGER,3.0724482101.5668814,2
Saturday,23,CANCELLED_BY_PASSENGER,3.0451632101.6206786,2
Saturday,19,CANCELLED_BY_PASSENGER,3.110714101.6127596,1
Saturday,18,CANCELLED_BY_PASSENGER,3.2252797101.6712741,1
Saturday,9,CANCELLED_BY_PASSENGER,3.1579439101.7575169,2
Saturday,14,CANCELLED_BY_PASSENGER,3.0201348101.4542601,1
Saturday,23,CANCELLED_BY_PASSENGER,2.9698916101.7063457,1
Saturday,16,CANCELLED_BY_PASSENGER,3.0683135101.7603147,1
Saturday,9,CANCELLED_BY_PASSENGER,3.0434429101.7634513,1
Saturday,19,CANCELLED_BY_PASSENGER,3.0679817101.6463266,1
Saturday,21,CANCELLED_BY_PASSENGER,3.0730330308152447101.60490864424663,5
Saturday,19,CANCELLED_BY_PASSENGER,3.1068543101.6061344,1
Saturday,13,CANCELLED_BY_PASSENGER,3.0729019169705505101.60439893603323,1
Saturday,12,CANCELLED_BY_PASSENGER,3.0290538101.6156437,1
Saturday,18,CANCELLED_BY_PASSENGER,3.013486101.6971206,1
Saturday,15,CANCELLED_BY_PASSENGER,3.0055587101.5970629,1
Saturday,4,CANCELLED_BY_PASSENGER,3.1239227101.8100443,1
Saturday,20,CANCELLED_BY_PASSENGER,3.0599483101.616919,1
Saturday,10,CANCELLED_BY_PASSENGER,3.2369254101.6815658,1
Saturday,14,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,12
Saturday,12,CANCELLED_BY_PASSENGER,3.236516101.6816512,1
Saturday,6,CANCELLED_BY_PASSENGER,3.0220831101.58089,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0680493101.6026263,1
Saturday,13,CANCELLED_BY_PASSENGER,3.1763767101.6177697,1
Saturday,10,CANCELLED_BY_PASSENGER,3.2378844101.6840385,1
Saturday,14,CANCELLED_BY_PASSENGER,3.122421101.5890594,1
Saturday,18,CANCELLED_BY_PASSENGER,2.9169448101.6321206,1
Saturday,20,CANCELLED_BY_PASSENGER,2.9257158101.6439649,4
Saturday,7,CANCELLED_BY_PASSENGER,2.8195826101.6961389,1
Saturday,11,CANCELLED_BY_PASSENGER,2.9982376101.6690303,1
Saturday,20,CANCELLED_BY_PASSENGER,2.9246234101.636543,2
Saturday,7,CANCELLED_BY_PASSENGER,2.922214101.6428212,2
Saturday,14,CANCELLED_BY_PASSENGER,3.0607227101.606364,1
Saturday,19,CANCELLED_BY_PASSENGER,2.818866101.6954575,1
Saturday,23,CANCELLED_BY_PASSENGER,2.9105273101.6396909,1
Saturday,19,CANCELLED_BY_PASSENGER,2.9196657101.6363814,4
Saturday,13,CANCELLED_BY_PASSENGER,3.1297427101.7655883,1
Saturday,18,CANCELLED_BY_PASSENGER,3.0659229101.6010735,1
Saturday,19,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,8
Saturday,13,CANCELLED_BY_PASSENGER,3.2459601101.6787189,1
Saturday,12,CANCELLED_BY_PASSENGER,3.0482005272430519101.59038037061693,1
Saturday,21,CANCELLED_BY_PASSENGER,2.745312101.684867,7
Saturday,14,CANCELLED_BY_PASSENGER,2.9290498101.6296878,1
Saturday,7,CANCELLED_BY_PASSENGER,2.9240358101.636143,1
Saturday,13,CANCELLED_BY_PASSENGER,3.0734121429733809101.60597741603851,1
Saturday,11,CANCELLED_BY_PASSENGER,2.9510818101.7318259,1
Saturday,17,CANCELLED_BY_PASSENGER,2.9308597101.6374144,1
Saturday,14,CANCELLED_BY_PASSENGER,3.1716274101.6036598,1
Saturday,11,CANCELLED_BY_PASSENGER,2.9196657101.6363814,1
Saturday,19,CANCELLED_BY_PASSENGER,3.0476701101.6448368,1
Saturday,11,NO_DRIVER_AVAILABLE,3.2089677101.5538531,1
Saturday,13,NO_DRIVER_AVAILABLE,3.0442582101.4402832,1
Saturday,7,NO_DRIVER_AVAILABLE,3.0206793101.5133338,1
Saturday,18,NO_DRIVER_AVAILABLE,3.1901269101.5289467,1
Saturday,22,NO_TAKER,3.02148604974352101.709125592384,1
Saturday,11,NO_TAKER,3.0950588101.622706,1
Saturday,22,NO_TAKER,3.0712213101.5244124,1
Saturday,8,NO_TAKER,3.0391165101.6282656,1
Saturday,22,NO_TAKER,2.94971935475917101.657126910728,41
Saturday,15,NO_TAKER,3.08969101.5592108,1
Saturday,2,NO_TAKER,3.0208287101.7141602,1
Saturday,20,NO_TAKER,2.99595562616187101.575434031545,1
Saturday,14,NO_TAKER,3.2400667101.7016986,1
Saturday,11,NO_TAKER,3.1292941101.7640954,2
Saturday,19,NO_TAKER,3.0484911351337036101.77433699369431,1
Saturday,20,NO_TAKER,3.0806982101.5927039,1
Saturday,20,NO_TAKER,3.0730330308152447101.60490864424663,1
Saturday,22,NO_TAKER,2.9394187101.7137025,1
Saturday,17,NO_TAKER,3.0421434101.631146,1
Saturday,20,NO_TAKER,3.2056693101.6129925,1
Saturday,16,NO_TAKER,3.1174088101.605202,1
Saturday,22,NO_TAKER,3.1484867101.5937915,1
Saturday,13,NO_TAKER,3.0413429101.6178532,1
Saturday,18,NO_TAKER,3.11215958589411101.590595869485,3
Saturday,23,NO_TAKER,3.2388945101.6540231,1
Saturday,8,NO_TAKER,3.0277369101.7016324,1
Saturday,21,NO_TAKER,3.1327199677132107101.55412469645781,2
Saturday,17,NO_TAKER,3.0600564101.4528626,1
Saturday,20,NO_TAKER,3.0762806101.5902838,1
Saturday,19,NO_TAKER,3.0248284101.7167456,1
Saturday,20,NO_TAKER,3.0258285101.7177717,1
Saturday,19,NO_TAKER,3.0297599101.7181582,7
Saturday,22,NO_TAKER,3.0732742078838089101.60758137702942,28
Saturday,12,NO_TAKER,2.9184729101.6417541,1
Saturday,16,NO_TAKER,3.0139736101.5765131,1
Saturday,8,NO_TAKER,2.9237846101.6329217,1
Saturday,7,NO_TAKER,2.9221256101.6351008,1
Saturday,9,NO_TAKER,2.9529999101.6676692,1
Saturday,21,NO_TAKER,2.7439289101.6851069,1
Saturday,18,NO_TAKER,3.1182173101.5807331,1
Saturday,20,NO_TAKER,2.9318832101.6375963,3
Saturday,22,NO_TAKER,3.1075837101.5860647,1
Saturday,19,NO_TAKER,3.0348265101.7635745,1
Saturday,14,NO_TAKER,2.9282116868678134101.63000464439392,1
Saturday,13,NO_TAKER,3.0736717101.5889753,1
Saturday,20,NO_TAKER,2.94971935475917101.657126910728,14
Saturday,10,NO_TAKER,3.1065654101.5958453,1
Saturday,23,NO_TAKER,3.09531620570661101.589977111487,2
Saturday,0,NO_TAKER,3.0670791101.6051112,1
Saturday,20,NO_TAKER,3.0261775101.6156254,1
Saturday,5,NO_TAKER,3.0705141101.5933978,1
Saturday,21,NO_TAKER,3.0350707101.7634104,1
Saturday,17,NO_TAKER,3.13463153478553101.746802107812,1
Saturday,22,NO_TAKER,3.187819101.6247031,1
Monday,6,CANCELLED_BY_PASSENGER,3.0912739101.7654321,1
Monday,22,CANCELLED_BY_PASSENGER,3.1479299101.5464701,1
Monday,13,CANCELLED_BY_PASSENGER,3.1018285101.5999382,1
Monday,8,CANCELLED_BY_PASSENGER,2.94971935475917101.657126910728,14
Monday,13,CANCELLED_BY_PASSENGER,3.1550282101.5929284,1
Monday,13,CANCELLED_BY_PASSENGER,3.121214101.7480833,1
Monday,12,NO_DRIVER_AVAILABLE,3.184894101.7603231,1
Monday,14,CANCELLED_BY_PASSENGER,3.1617154101.7484882,1
Monday,7,CANCELLED_BY_PASSENGER,3.0825682101.5843582,1
Monday,11,NO_TAKER,3.2376476101.6691913,1
Monday,1,CANCELLED_BY_PASSENGER,3.2225072101.5779887,1
Monday,10,NO_TAKER,3.1728279101.6046118,1
Monday,9,CANCELLED_BY_PASSENGER,3.086462101.609283,1
Monday,0,CANCELLED_BY_DRIVER,3.0748156101.6228019,1
Monday,14,CANCELLED_BY_PASSENGER,3.1717707101.4098395,1
Monday,18,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,14
Monday,0,NO_TAKER,3.1333608451985779101.55375788193216,7
Monday,0,CANCELLED_BY_PASSENGER,2.9504405101.6549488,1
Monday,12,CANCELLED_BY_PASSENGER,3.0452085101.62551,1
Monday,13,CANCELLED_BY_PASSENGER,3.077822101.6245512,4
Monday,16,NO_DRIVER_AVAILABLE,2.9459754101.7471287,1
Monday,16,CANCELLED_BY_PASSENGER,2.745312101.684867,7
Monday,18,CANCELLED_BY_PASSENGER,2.7546143711118094101.70338577963552,6
Monday,18,NO_DRIVER_AVAILABLE,2.755162302889564101.7042388640315,4
Monday,11,CANCELLED_BY_PASSENGER,3.0758056101.581785,1
Monday,6,NO_DRIVER_AVAILABLE,3.1106601101.5857925,1
Monday,19,CANCELLED_BY_PASSENGER,2.755162302889564101.7042388640315,14
Monday,6,NO_TAKER,3.0244056101.6251418,1
Monday,22,NO_TAKER,2.8255225101.7131182,4
Monday,14,CANCELLED_BY_PASSENGER,3.0052109101.4407518,1
Monday,13,CANCELLED_BY_PASSENGER,2.9240604101.636073,1
Monday,13,CANCELLED_BY_PASSENGER,3.0502446260745297101.64439997787036,1
Monday,13,NO_TAKER,2.9240604101.636073,2
Monday,17,CANCELLED_BY_PASSENGER,2.9259902101.642775,1
Monday,9,CANCELLED_BY_PASSENGER,2.98919586788096101.672619973033,1
Monday,8,NO_TAKER,2.9196657101.6363814,1
Monday,18,CANCELLED_BY_PASSENGER,2.9245889101.6372658,1
Monday,13,NO_DRIVER_AVAILABLE,3.1689371101.7719219,1
Monday,0,CANCELLED_BY_DRIVER,2.7546143711118094101.70338577963552,2
Monday,13,NO_TAKER,3.0400409101.620552,1
Monday,21,CANCELLED_BY_PASSENGER,2.754801758290859101.70367994742064,15
Monday,7,NO_TAKER,2.9263859101.6359856,6
Saturday,0,CANCELLED_BY_PASSENGER,2.95076101.65681,2
Saturday,23,CANCELLED_BY_PASSENGER,2.98919586788096101.672619973033,3
Saturday,16,NO_TAKER,2.7445151360287339101.68470903911668,9
Saturday,13,CANCELLED_BY_PASSENGER,3.0796503101.5940275,1
Saturday,18,NO_TAKER,3.2078867101.7576061,1
Saturday,18,CANCELLED_BY_PASSENGER,3.1490081101.5964241,1
Saturday,18,NO_TAKER,3.0086301188134557101.70597234706584,1
Saturday,22,CANCELLED_BY_PASSENGER,3.0732742078838089101.60758137702942,27
Saturday,20,CANCELLED_BY_PASSENGER,3.0734121429733809101.60597741603851,4
Saturday,0,CANCELLED_BY_PASSENGER,2.7546143711118094101.70338577963552,4
Saturday,20,CANCELLED_BY_DRIVER,3.0205663101.7147817,1
Saturday,13,CANCELLED_BY_PASSENGER,3.131902101.7533265,1
Saturday,22,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,8
Saturday,13,NO_TAKER,2.9197759101.638471,1
Saturday,20,NO_TAKER,2.9247997101.6368912,10
Saturday,20,CANCELLED_BY_PASSENGER,3.07176321116996101.76368038784,2
Saturday,18,NO_TAKER,3.2589666101.7396,1
Saturday,19,CANCELLED_BY_PASSENGER,2.9968946101.7062676,1
Saturday,19,CANCELLED_BY_PASSENGER,2.9225511101.6381724,1
Saturday,13,CANCELLED_BY_PASSENGER,2.9240358101.636143,2
Saturday,17,NO_TAKER,3.0071772101.4413166,1
Saturday,9,CANCELLED_BY_PASSENGER,3.0360947101.7727559,1
Saturday,17,NO_TAKER,3.0137307101.765242,1
Saturday,15,CANCELLED_BY_PASSENGER,3.0238541101.7417545,1
Saturday,7,CANCELLED_BY_PASSENGER,3.0109488101.423348,1
Saturday,13,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,30
Saturday,23,NO_TAKER,2.9826474101.790105,2
Saturday,18,CANCELLED_BY_PASSENGER,3.1327199677132107101.55412469645781,1
Saturday,16,CANCELLED_BY_PASSENGER,2.7474332101.6853167,1
Saturday,12,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,6
Saturday,21,CANCELLED_BY_PASSENGER,3.0677732101.6023739,2
Saturday,18,CANCELLED_BY_PASSENGER,3.397403101.6714357,1
Saturday,17,CANCELLED_BY_PASSENGER,2.8207884101.6244384,1
Saturday,21,CANCELLED_BY_PASSENGER,3.1333608451985779101.55375788193216,21
Saturday,19,CANCELLED_BY_PASSENGER,2.9726702101.840687,1
Saturday,19,NO_TAKER,3.1159705101.5269994,1
Saturday,23,CANCELLED_BY_PASSENGER,3.1508149101.5946123,1
Saturday,14,NO_TAKER,2.9299782101.6350448,1
Saturday,10,CANCELLED_BY_PASSENGER,2.8240718101.7098436,1
Saturday,10,NO_TAKER,3.1325365101.757983,1
Saturday,9,NO_TAKER,2.9254349101.6367336,1
Saturday,11,CANCELLED_BY_PASSENGER,2.82466101.7073972,2
Saturday,4,CANCELLED_BY_PASSENGER,3.02332101.762,1
Saturday,18,NO_TAKER,2.7445151360287339101.68470903911668,8
Saturday,13,NO_TAKER,3.2287374101.651899,1
Saturday,12,CANCELLED_BY_PASSENGER,3.0784594101.7767317,1
Saturday,15,NO_TAKER,2.9251688101.6439336,1
Saturday,13,NO_TAKER,2.9916347101.7897687,1
Saturday,9,NO_TAKER,2.9436679101.5899903,1
Saturday,14,CANCELLED_BY_PASSENGER,2.9282116868678134101.63000464439392,2
Saturday,0,NO_TAKER,3.0635611222777066101.61597803235054,1
Saturday,0,CANCELLED_BY_PASSENGER,3.1513372101.5940395,1
Saturday,21,CANCELLED_BY_PASSENGER,2.94971935475917101.657126910728,17
Saturday,23,CANCELLED_BY_PASSENGER,2.94971935475917101.657126910728,17
